Weather,Road_Type,Time,Vehicle_Count,Speed,Accident,Peak_Hour,Day_Night,Traffic_Density
1,2,13,1.0028270809562645,-0.4559232540880206,0,0,1,0.6160229482567929
0,2,16,-0.5434813667847223,0.4378740964771396,0,0,1,-0.630617867482974
2,1,0,-0.15690425484947562,-1.6370126101919822,0,0,0,1.5248392081239541
1,0,8,-0.772564099783387,1.6828061204786127,0,1,1,-0.8722351250948557
2,0,19,-0.7439287581585539,1.5870421186323456,0,1,0,-0.8555689210035307
2,0,20,0.7880620187700162,0.05481808909207092,0,0,0,0.13108340219290393
2,1,18,-0.4146223294729734,-0.7751365935755778,0,1,1,-0.11183699971228989
2,0,3,-0.3430339754108907,-1.668933944140738,0,0,0,1.327767484286202
0,2,7,-0.6723404040964712,0.3740314285796281,0,0,1,-0.6753594275076055
2,2,12,-1.087552857656551,1.1082221094010096,0,0,1,-0.9310327831195947
2,1,3,0.9741917393314313,-0.16863124854921913,0,0,0,0.36727022102774337
2,2,8,-1.0445998452193013,-1.222035268858158,0,1,1,-0.365492433128894
0,1,8,1.1603214598928464,0.15058209093833808,1,1,1,0.2626706137600135
2,0,21,0.08649614896160562,0.5974807662209182,0,0,0,-0.3994968291277573
2,0,17,0.6305676398334343,0.3421100946308724,0,1,1,-0.07902143664790404
0,0,11,-1.144823540906217,1.0443794415034984,0,0,1,-0.9468107710172187
0,2,9,1.4466748761411772,0.6294021001696739,1,1,1,0.14999665084354663
0,1,10,-0.9730114911572186,-0.9985859312168679,0,1,1,-0.43402616434444186
2,0,6,-1.645942019340796,1.3955141149398111,0,0,1,-1.1338073922888776
0,1,8,0.029225465711939454,1.0124581075547425,1,1,1,-0.5169711941800815
0,0,5,-0.5577990375971388,-0.7432152596268221,0,0,0,-0.23994390936748852
2,2,18,-0.6007520500343885,1.0124581075547425,0,1,1,-0.7463734481255079
0,2,15,1.332133509641845,1.3635927809910555,1,0,1,-0.14993642462602605
2,1,14,0.859650372832099,1.5870421186323456,0,0,1,-0.3557222644068055
1,2,6,0.20103751546093798,-1.1581926009606465,0,0,1,0.8364486303790651
0,2,15,-0.9157408079075524,0.3421100946308724,0,0,1,-0.7795955504410716
1,1,4,1.5755339134529263,-0.009024578805440518,0,0,0,0.575539661276379
2,0,15,-1.4168592863421314,0.3421100946308724,0,0,1,-1.0066334576888574
0,2,0,0.4730732608968523,-1.2858779367556694,0,0,0,1.3714264507979501
2,1,18,0.6448853106458509,0.9486154396572312,0,1,1,-0.2756022858621774
1,2,4,-1.2164118949682998,-0.6474512577805549,0,0,0,-0.7586019153812764
2,2,6,0.043543136524356,0.4378740964771396,0,0,1,-0.3736240758439073
0,2,18,-0.14258658403705907,1.650884786529857,1,1,1,-0.6764197185759361
0,2,21,0.10081381977402216,-0.9028219293706007,0,0,0,0.4076263815622435
1,1,4,1.7330282923895082,1.0443794415034984,1,0,0,0.09143718260321122
2,1,16,-0.9300584787199689,-1.541248608345715,0,0,1,0.10693342071694917
0,0,21,0.6162499690210177,-1.573169942294471,0,0,0,2.4742817971695024
1,2,7,1.3178158388294283,1.7466487883761241,1,0,1,-0.2506720742154608
0,2,0,0.3728495652099365,-0.7112939256780664,0,0,0,0.42621440223018736
0,2,1,0.20103751546093798,0.08673942304082664,0,0,0,-0.1791509752289788
2,1,14,-0.4289400002853899,-0.20055258249797484,0,0,1,-0.402421188586779
0,2,19,0.38716723602235303,-1.222035268858158,1,1,0,1.1422496536131586
2,0,17,0.9169210560817651,1.7466487883761241,0,1,1,-0.3708275205127504
0,2,10,-0.9443761495323855,-0.4240019201392649,0,1,1,-0.6368860087424634
1,0,9,-0.9873291619696352,1.2359074451960326,0,1,1,-0.9060311970336982
0,2,23,-0.6723404040964712,0.5336380983234067,0,0,0,-0.7035872075798563
2,1,23,1.4323572053287608,-0.4878445880367763,0,0,0,0.9251347931223027
2,2,3,1.2605451555797622,-0.296316584344242,0,0,0,0.6309880187451716
1,0,4,0.7737443479575997,0.5017167643746511,0,0,0,-0.07902143664790404
0,0,3,0.31557888196027034,0.4697954304258953,0,0,0,-0.26497629401275713
0,2,12,-1.4741299695917975,0.40595276252838386,0,0,1,-1.0362663274010684
1,0,12,1.360768851266678,-1.7327766120382495,0,0,1,4.729239875214727
0,0,17,1.332133509641845,0.7570874359646967,1,1,1,0.05058346393972084
0,1,23,-1.5170829820290472,1.2678287791447884,0,0,0,-1.088028662697194
2,2,1,-1.4168592863421314,1.076300775452254,0,0,0,-1.0463278965182867
0,2,15,-0.7582464289709705,1.3316714470422997,0,0,1,-0.8371450859046129
0,2,0,1.546898571828093,-0.10478858065170768,1,0,0,0.6338055165840328
1,0,18,-1.0302821744068849,-0.6474512577805549,0,1,1,-0.6267430165225624
1,2,8,0.40148490683476956,0.4378740964771396,1,1,1,-0.2169205443566715
2,2,2,0.7737443479575997,-1.6050912762432266,0,0,0,2.8665035040113693
0,1,6,0.6592029814582674,1.427435448888567,1,0,1,-0.3858469512999117
0,1,9,0.043543136524356,-1.222035268858158,0,1,1,0.7803915527950657
0,1,0,-0.9300584787199689,-0.07286724670295196,0,0,0,-0.7133058131389785
2,0,9,-1.617306677715963,-0.10478858065170768,0,1,1,-1.0785287949839897
2,2,20,-1.5027653112166308,-1.317799270704425,0,0,0,-0.8173716055965855
1,1,8,0.18671984464852143,-0.8389792614730892,0,1,1,0.41053318784323983
2,1,14,-0.47189301272263956,-1.5093272743969595,0,0,1,0.6980042173409464
0,1,14,0.9169210560817651,1.3635927809910555,1,0,1,-0.2870387347170617
0,2,2,1.6041692550777593,1.5551207846835897,1,0,0,-0.11501269936368202
2,2,4,1.5612162426405096,-1.7327766120382495,0,0,0,5.101149589944433
0,2,8,0.6162499690210177,-0.8389792614730892,1,1,1,0.7520829258603171
0,0,21,-1.3166355906552156,-0.6155299238317992,0,0,0,-0.8361233559190918
2,0,8,-1.6029890069035466,-0.13670991460046342,0,1,1,-1.0690346209283896
2,1,22,0.1724021738361049,-0.5836085898830435,0,0,0,0.17544310500926344
0,2,6,0.8023796895824328,1.203986111247277,1,0,1,-0.28636933070074905
0,1,23,1.51826323020326,0.4378740964771396,1,0,0,0.27199447388350423
0,2,22,-1.6745773609656291,-0.07286724670295196,0,0,0,-1.1106887960008562
1,2,11,1.6471222675150088,1.299750113093544,1,0,1,-0.02612048584583386
1,2,8,-0.5577990375971388,-0.10478858065170768,0,1,1,-0.5051679847756924
1,0,5,0.48739093170926884,1.0443794415034984,1,0,0,-0.3579537226951837
2,0,22,-0.8441524538454697,0.8847727717597197,0,0,0,-0.8210354791426091
1,2,1,1.2605451555797622,-1.3816419386019365,0,0,0,2.570835280801253
2,1,8,-1.3595886030924653,-0.10478858065170768,0,1,1,-0.9390626519603498
2,2,16,-1.4884476404042142,-1.7327766120382495,0,0,1,-0.5571910698718121
1,2,0,-0.3430339754108907,-1.541248608345715,0,0,0,0.9540611042679465
1,1,18,0.32989655277268687,-1.222035268858158,0,1,1,1.081939970143476
1,2,5,0.9026033852693486,1.3635927809910555,1,0,0,-0.29176640058226994
0,1,4,1.2462274847673456,-0.3920805861905092,1,0,0,0.7090729588507592
1,0,1,0.2153551862733545,0.5017167643746511,0,0,0,-0.3181062532598581
0,0,8,1.2462274847673456,-1.222035268858158,1,1,1,2.0468949056583896
2,1,13,-0.5434813667847223,0.11866075698958237,0,0,1,-0.5592086632609424
0,0,3,-1.4454946279669645,-1.668933944140738,0,0,0,-0.5398660831608009
1,0,3,-1.4168592863421314,-0.8389792614730892,0,0,0,-0.8645858340871815
2,1,20,-0.05668055916255981,-1.0624285991143794,0,0,0,0.452278155823105
2,0,14,1.017144751768681,-0.5516872559342878,0,0,1,0.719302002728793
2,2,7,1.2891804972045953,-0.04094591275419624,0,0,1,0.44868829371181435
0,2,3,1.2748628263921788,1.650884786529857,1,0,0,-0.24154891040773624
1,1,15,-1.1305058700938007,1.203986111247277,0,0,1,-0.9528447044420368
2,0,20,-1.144823540906217,-0.16863124854921913,0,0,0,-0.8122148742578963
2,2,3,0.8739680436445155,1.6189634525811012,0,0,0,-0.3579537226951837
2,2,15,-1.2450472365931329,0.4378740964771396,0,0,1,-0.9377567891979561
0,0,21,0.07217847814918908,-0.8070579275243336,0,0,0,0.2891691809345052
0,0,11,-0.15690425484947562,-1.0305072651656235,0,0,1,0.3231599990481736
1,2,15,1.174639130705263,0.9486154396572312,1,0,1,-0.07902143664790404
0,2,18,-1.3166355906552156,1.1082221094010096,1,1,1,-1.0121767208788035
2,1,7,-0.12826891322464254,-0.2643952503954863,0,0,1,-0.20391649010190985
1,1,5,0.8739680436445155,-1.094349933063135,0,0,0,1.3768690319891166
2,2,9,-0.3143986337860576,-1.1262712670118908,0,1,1,0.2835905352135595
2,1,4,1.0314624225810975,-1.0305072651656235,0,0,0,1.3999683591376721
0,2,17,-0.6437050624716381,0.40595276252838386,0,1,1,-0.6685828594296542
1,2,9,1.0314624225810975,-1.094349933063135,0,1,1,1.5265400147461936
0,1,9,-1.4598122987793811,-1.094349933063135,0,1,1,-0.8409828034112046
0,1,6,-1.0016468327820516,-1.7327766120382495,0,0,1,0.3460182373289031
1,0,17,1.5612162426405096,-1.2858779367556694,0,1,1,2.58278952163185
2,0,0,-0.5434813667847223,-1.222035268858158,0,0,0,0.16221729723082434
2,0,6,1.303498168017012,-0.13670991460046342,0,0,1,0.5259866204123926
1,2,20,-0.04236288835014326,0.24634609278460526,0,0,0,-0.3545930927428068
2,1,0,-1.3739062739048817,-1.317799270704425,0,0,0,-0.6697015718068493
1,2,14,-0.30008096297364106,0.11866075698958237,0,0,1,-0.4391618566076829
1,1,3,-0.6723404040964712,0.8847727717597197,0,0,0,-0.756041548413146
0,2,19,0.31557888196027034,-0.16863124854921913,1,1,0,0.0006735022227472681
1,0,9,0.4587555900844358,-0.6793725917293106,0,1,1,0.45818148462833824
0,0,22,-0.8871054662827194,-1.573169942294471,0,0,0,0.22136717909532017
2,0,8,1.017144751768681,1.7147274544273685,0,1,1,-0.33416879907874897
2,2,1,0.9026033852693486,-0.009024578805440518,0,0,0,0.2259445294304552
2,1,13,0.41580257764718614,-1.573169942294471,0,0,1,2.173893181426278
2,1,15,-0.47189301272263956,0.4378740964771396,0,0,1,-0.5992771611855269
0,0,0,1.7187106215770915,-1.541248608345715,0,0,0,3.929338822105597
2,0,1,0.8739680436445155,1.3316714470422997,0,0,0,-0.29358473360734993
1,0,6,-1.3739062739048817,0.6932447680671854,0,0,1,-1.0107127838573744
1,0,9,-0.19985726728672523,-0.13670991460046342,1,1,1,-0.2990243664880119
1,1,21,0.6305676398334343,-1.7327766120382495,0,0,0,3.3744259144136537
0,2,19,-0.7439287581585539,-1.3497206046531809,0,1,0,0.09002843368378072
2,0,0,-1.2164118949682998,-0.3920805861905092,0,0,0,-0.8139858728994663
2,2,12,-1.2307295657807165,-0.9028219293706007,0,0,1,-0.69623330364614
2,2,0,-1.0445998452193013,0.5017167643746511,0,0,0,-0.8575796856150363
0,0,4,-0.5434813667847223,-1.668933944140738,0,0,0,0.9881977447503835
1,0,15,0.7737443479575997,0.08673942304082664,0,0,1,0.10693342071694917
1,0,14,0.40148490683476956,1.076300775452254,1,0,1,-0.39633889967416713
2,2,16,1.4753102177660105,1.3316714470422997,0,0,1,-0.09332565644520038
1,0,22,-0.45757534191022303,1.5551207846835897,0,0,0,-0.7628554282476865
1,0,15,-1.4884476404042142,-1.222035268858158,0,0,1,-0.8328924800189302
0,1,12,0.05786080733677254,-0.32823791829299775,0,0,1,-0.061856372891148426
0,1,10,0.029225465711939454,0.7251661020159411,1,1,1,-0.45472614846668896
0,0,16,-0.586434379221972,1.4593567828373226,0,0,1,-0.7936413430500255
0,1,16,-0.7582464289709705,0.08673942304082664,0,0,1,-0.658342338438408
2,1,1,-1.144823540906217,0.0228967551433152,0,0,0,-0.8424150616194064
0,0,12,-1.4454946279669645,-0.04094591275419624,0,0,1,-0.9912053991268457
1,0,13,1.1316861182680134,1.0124581075547425,1,0,1,-0.11551724977558543
2,0,10,0.9741917393314313,1.0443794415034984,0,1,1,-0.18232969073948907
1,0,9,0.5876146273961846,-0.8389792614730892,0,1,1,0.7293129433258453
1,2,2,-1.402541615529715,1.4912781167860785,0,0,0,-1.057570768026885
1,2,16,0.702155993895517,-0.04094591275419624,0,0,1,0.13960116592969368
0,0,14,1.4466748761411772,-0.9028219293706007,0,0,1,1.5233555257513622
0,1,8,-1.3166355906552156,1.4912781167860785,1,1,1,-1.0301348054648578
2,0,9,-1.6745773609656291,1.5551207846835897,0,1,1,-1.1452625946028279
2,0,7,-0.3143986337860576,-0.009024578805440518,0,0,1,-0.40630198561004555
0,1,20,1.2748628263921788,1.0124581075547425,1,0,0,-0.06338037387889776
1,2,12,-1.144823540906217,-0.7751365935755778,0,0,1,-0.6697015718068493
2,0,17,1.360768851266678,-0.6155299238317992,0,1,1,1.0267458401823832
0,0,4,-0.9014231370951359,0.8209301038622082,0,0,0,-0.8357288265187419
0,2,5,-0.17122192566189215,0.1825034248870938,0,0,0,-0.3958334158620983
0,2,16,0.11513149058643872,-0.5836085898830435,0,0,1,0.13629471398508372
1,1,10,1.7187106215770915,0.3740314285796281,1,1,1,0.3954840614555143
0,2,19,-1.5170829820290472,-0.6155299238317992,0,1,0,-0.9755894989427316
0,2,15,0.10081381977402216,-1.6050912762432266,0,0,1,1.817718108473598
0,2,8,0.9312387268941817,-0.296316584344242,1,1,1,0.43658066786373423
0,1,1,1.0744154350183472,0.7570874359646967,1,0,0,-0.050846458259289865
2,2,4,1.2462274847673456,-0.10478858065170768,0,0,0,0.47109501638978646
2,2,0,-0.9014231370951359,-0.20055258249797484,0,0,0,-0.6692259839363509
0,1,3,1.5898515842653427,-1.573169942294471,0,0,0,3.9333122164937344
1,2,3,1.6328045967025924,-1.445484606499448,0,0,0,3.305356967392423
2,2,21,-1.3023179198427992,1.299750113093544,0,0,0,-1.016811019048241
0,0,2,-0.7868817705958036,-1.0305072651656235,0,0,0,-0.24767816774625925
2,0,8,-0.6866580749088877,-1.222035268858158,0,1,1,0.011443088556619173
2,1,21,1.303498168017012,1.7466487883761241,0,0,0,-0.25496334015464966
1,2,22,1.045780093393514,-0.009024578805440518,1,0,0,0.3003264723763964
0,2,11,0.9312387268941817,-0.36015925224175344,1,0,1,0.48755976938563284
0,2,9,0.7164736647079335,-0.4559232540880206,1,1,1,0.43311653117660953
1,1,1,0.0005901240871063658,-1.2858779367556694,0,0,0,0.8454398542516515
1,2,10,-0.27144562134880795,-0.36015925224175344,1,1,1,-0.24463748148847633
0,2,9,-1.116188199281384,1.7466487883761241,1,1,1,-0.9801872838775769
0,1,21,1.5612162426405096,0.08673942304082664,1,0,0,0.5002994651425998
1,0,5,1.675757609139842,0.9805367736059868,1,0,0,0.09465338296643994
2,0,17,-1.645942019340796,-0.16863124854921913,0,1,1,-1.0911471603051761
2,2,1,0.9455563977065983,-0.10478858065170768,0,0,0,0.3083845161955401
1,1,1,0.5589792857713516,0.4697954304258953,0,0,0,-0.15960187483934035
2,2,9,-0.4432576710978065,0.40595276252838386,0,1,1,-0.5798316775055198
1,1,15,-0.5005283543474727,0.24634609278460526,0,0,1,-0.5696734096949262
2,1,11,-1.0445998452193013,0.08673942304082664,0,0,1,-0.8013845364113719
2,0,0,0.9312387268941817,-1.0305072651656235,0,0,0,1.3091531962385576
0,0,20,0.5732969565837681,-0.36015925224175344,1,0,0,0.26964392091119554
0,1,7,-0.4432576710978065,1.7147274544273685,1,0,1,-0.7752710188744472
2,2,15,-1.6029890069035466,0.8847727717597197,0,0,1,-1.1080920065310718
2,0,17,1.4180395345163441,1.7147274544273685,0,1,1,-0.21308191521326325
2,2,12,-0.6007520500343885,1.2678287791447884,0,0,1,-0.7775649008358739
0,0,14,0.9026033852693486,-0.36015925224175344,1,0,1,0.4701265015076778
0,0,20,0.24399052789818762,-0.10478858065170768,0,0,0,-0.07127331759103518
1,2,11,0.9169210560817651,0.3740314285796281,0,0,1,0.03639881964752202
2,0,7,1.1173684474555967,-0.870900595421845,0,0,1,1.1994182077354614
0,0,9,0.7594266771451832,-0.009024578805440518,1,1,1,0.15156258648451396
2,2,13,0.31557888196027034,0.7251661020159411,0,0,1,-0.3408762357943299
1,0,4,-0.37166931703572376,-1.190113934909402,0,0,0,0.30267537583784704
1,0,17,-1.4168592863421314,-0.9028219293706007,0,1,1,-0.8505362703956988
0,0,18,-0.586434379221972,-0.13670991460046342,0,1,1,-0.5111700488338303
1,2,14,0.5876146273961846,0.15058209093833808,0,0,1,-0.016261672287266205
2,1,5,0.9885094101438479,0.5974807662209182,0,0,0,-0.025608871234595175
0,2,10,0.8453327020196825,-0.20055258249797484,1,1,1,0.31714325947721783
2,1,20,-1.3166355906552156,-1.2858779367556694,0,0,0,-0.6209470209683332
2,0,10,0.01490779489952291,0.8847727717597197,0,1,1,-0.496065825495293
1,1,19,-1.3452709322800487,0.5655594322721624,0,1,0,-0.9908000921142806
1,2,19,-0.9586938203448021,0.40595276252838386,0,1,0,-0.808049002453294
1,2,20,1.1030507766431803,-1.2858779367556694,0,0,0,2.072741912859682
1,0,17,-1.402541615529715,-0.13670991460046342,0,1,1,-0.9590331560083358
1,1,17,-1.4454946279669645,-0.23247391644673057,0,1,1,-0.9732455301524183
0,0,9,-1.144823540906217,0.5336380983234067,1,1,1,-0.9036908040920352
2,0,1,-1.4884476404042142,-1.7327766120382495,0,0,0,-0.5571910698718121
2,2,8,-0.9443761495323855,-1.541248608345715,0,1,1,0.08627176989863207
2,1,13,-1.1591412117186337,-0.07286724670295196,0,0,1,-0.8355775001734024
2,1,18,0.8166973603948493,-0.7751365935755778,0,1,1,0.8288758081334376
1,1,9,-0.9586938203448021,-1.190113934909402,0,1,1,-0.2992311361589142
2,1,22,1.389404192891511,-1.3816419386019365,0,0,0,2.727734691702848
0,0,3,-0.6723404040964712,-0.23247391644673057,0,0,0,-0.5302354287832094
0,0,5,-1.3023179198427992,-0.8070579275243336,0,0,0,-0.7819307974870489
2,2,13,1.3464511804542614,1.3316714470422997,0,0,1,-0.13623831583708965
2,0,3,0.35853189439752,-1.541248608345715,0,0,0,1.9664819943654805
0,0,14,-0.013727546725310178,1.172064777298521,1,0,1,-0.5621720035512278
0,2,15,0.35853189439752,-1.668933944140738,0,0,1,2.516261572661568
1,2,6,-1.2020942241558834,1.650884786529857,0,0,1,-1.0014746660956007
0,2,16,0.3728495652099365,0.24634609278460526,1,0,1,-0.15967655550494878
1,0,18,1.174639130705263,-1.573169942294471,0,1,1,3.3110786553113414
1,0,18,-0.2857632921612245,1.2678287791447884,1,1,1,-0.6708429826960454
1,0,16,-0.9586938203448021,1.4912781167860785,0,0,1,-0.9158182947897431
1,2,5,1.4609925469535938,-1.2858779367556694,0,0,0,2.4712166072129387
1,2,10,1.6041692550777593,0.5017167643746511,1,1,1,0.27654059831346345
2,0,15,1.303498168017012,-0.3920805861905092,0,0,1,0.7444929316821598
0,0,7,0.30126121114785376,1.2359074451960326,1,0,1,-0.46561179801167757
1,1,10,-0.5148460251598892,1.1401434433497655,1,1,1,-0.7323763409027934
0,0,6,-1.0159645035944682,0.8209301038622082,0,0,1,-0.879916119357915
0,0,23,-1.3882239447172984,-1.190113934909402,0,0,0,-0.7396505351809348
2,0,21,0.05786080733677254,-1.0624285991143794,0,0,0,0.5585380743173066
2,2,18,0.11513149058643872,0.1825034248870938,0,1,1,-0.2580890770733182
1,0,9,0.8310150312072659,0.1825034248870938,1,1,1,0.08627176989863207
2,0,8,-0.9586938203448021,-0.07286724670295196,0,1,1,-0.7285897740182814
0,1,3,-0.5721167084095554,-0.9347432633193564,0,0,0,-0.12753139943873526
2,1,22,0.1437668322112718,1.1401434433497655,0,0,0,-0.5011892209356787
2,2,14,-0.7582464289709705,-0.009024578805440518,0,0,1,-0.6368860087424634
2,2,12,-0.7868817705958036,1.0443794415034984,0,0,1,-0.8176754534027372
0,2,1,-1.58867133609113,-1.5093272743969595,0,0,0,-0.8560470906367545
0,0,1,1.360768851266678,-1.094349933063135,0,0,0,1.8394884332382637
2,1,15,-1.3452709322800487,1.203986111247277,0,0,1,-1.0268975237466245
2,2,8,1.0744154350183472,-0.3920805861905092,0,1,1,0.6028130403565575
1,0,12,1.174639130705263,-1.094349933063135,0,0,1,1.6626045445253546
2,1,2,1.174639130705263,-1.668933944140738,0,0,0,3.8987955122002584
1,0,8,1.2319098139549292,-0.7751365935755778,0,1,1,1.1460929177558343
2,1,12,1.1316861182680134,-0.9028219293706007,0,0,1,1.2622274281751853
1,0,20,-0.35735164622330723,1.7466487883761241,0,0,0,-0.7527501891005642
0,1,21,1.2605451555797622,-0.9028219293706007,0,0,0,1.3690525590018034
2,1,1,0.859650372832099,0.5655594322721624,0,0,0,-0.06702434907597804
2,0,7,0.888285714456932,0.05481808909207092,0,0,1,0.18179836329240953
